primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,geo_data
bcnher,[],['nocturnal flight call'],46.4168,-1.5399,Nycticorax nycticorax,Black-crowned Night-Heron,Maxime Pirio,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/575510,bcnher/XC575510.ogg,46.4168 -1.5399 Maxime Pirio
bcnher,[],['call'],43.2786,3.3485,Nycticorax nycticorax,Black-crowned Night-Heron,Clara Rondeau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/684949,bcnher/XC684949.ogg,43.2786 3.3485 Clara Rondeau
gyhcaf1,[],['song'],2.4343,103.8309,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Tan Kok Hui,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/384453,gyhcaf1/XC384453.ogg,2.4343 103.8309 Tan Kok Hui
blrwar1,[],"['male', 'song']",52.7433,23.5357,Acrocephalus dumetorum,Blyth's Reed Warbler,Pawel Bialomyzy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/247738,blrwar1/XC247738.ogg,52.7433 23.5357 Pawel Bialomyzy
rorpar,[],['call'],43.3006,5.5207,Psittacula krameri,Rose-ringed Parakeet,Eric Barthélemy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/361722,rorpar/XC361722.ogg,43.3006 5.5207 Eric Barthélemy
grewar3,[],['song'],60.2336,25.1497,Phylloscopus trochiloides,Greenish Warbler,Hannu Varkki,Creative Commons Attribution-ShareAlike 4.0,4.5,https://www.xeno-canto.org/457382,grewar3/XC457382.ogg,60.2336 25.1497 Hannu Varkki
rorpar,[],[''],,,Psittacula krameri,Rose-ringed Parakeet,Stephan Risch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/809261,rorpar/XC809261.ogg,nan nan Stephan Risch
eurcoo,[],"['adult', 'call', 'male', 'song']",49.634,26.2213,Fulica atra,Eurasian Coot,Ruslan Mazuryk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/633391,eurcoo/XC633391.ogg,49.634 26.2213 Ruslan Mazuryk
grewar3,[],['song'],33.2,103.9,Phylloscopus trochiloides,Greenish Warbler,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/266051,grewar3/XC266051.ogg,33.2 103.9 Mike Nelson
blrwar1,[],"['male', 'song']",60.1049,10.2677,Acrocephalus dumetorum,Blyth's Reed Warbler,Karsten Molværsmyr,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/660430,blrwar1/XC660430.ogg,60.1049 10.2677 Karsten Molværsmyr
grewar3,[],"['begging call', 'call', 'juvenile']",51.2655,22.539,Phylloscopus trochiloides,Greenish Warbler,Dawid Jablonski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/580306,grewar3/XC580306.ogg,51.2655 22.539 Dawid Jablonski
bcnher,[],['nocturnal flight call'],39.5104,-0.418,Nycticorax nycticorax,Black-crowned Night-Heron,Joan Balfagon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/540547,bcnher/XC540547.ogg,39.5104 -0.418 Joan Balfagon
rorpar,[],['flight call'],14.8294,-17.2303,Psittacula krameri,Rose-ringed Parakeet,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267519,rorpar/XC267519.ogg,14.8294 -17.2303 Bram Piot
grtdro1,[],[''],1.3491,103.8328,Dicrurus paradiseus,Greater Racket-tailed Drongo,Joshua Chong,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/723384,grtdro1/XC723384.ogg,1.3491 103.8328 Joshua Chong
whbwat1,[],['call'],4.5852,101.1479,Amaurornis phoenicurus,White-breasted Waterhen,Amar-Singh HSS,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/474096,whbwat1/XC474096.ogg,4.5852 101.1479 Amar-Singh HSS
grewar3,[],"['adult', 'male', 'song']",46.1781,9.3795,Phylloscopus trochiloides,Greenish Warbler,Lorna Gatti,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/576341,grewar3/XC576341.ogg,46.1781 9.3795 Lorna Gatti
rorpar,[],[''],48.9595,2.5111,Psittacula krameri,Rose-ringed Parakeet,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/716806,rorpar/XC716806.ogg,48.9595 2.5111 Manuel Grosselet
gyhcaf1,[],['song'],4.3992,102.4088,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Jelle Scharringa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/630377,gyhcaf1/XC630377.ogg,4.3992 102.4088 Jelle Scharringa
blrwar1,[],"['adult', 'male', 'song']",52.6057,4.6279,Acrocephalus dumetorum,Blyth's Reed Warbler,Wessel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/654621,blrwar1/XC654621.ogg,52.6057 4.6279 Wessel
eurcoo,[],[''],31.1381,121.6795,Fulica atra,Eurasian Coot,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/714561,eurcoo/XC714561.ogg,31.1381 121.6795 Ray Tsu 诸仁
bcnher,[],[''],45.368,10.2179,Nycticorax nycticorax,Black-crowned Night-Heron,Paolo Zucca,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/712079,bcnher/XC712079.ogg,45.368 10.2179 Paolo Zucca
bcnher,[],[''],45.9341,-0.9596,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Coiffard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/718092,bcnher/XC718092.ogg,45.9341 -0.9596 Paul Coiffard
blrwar1,[],[''],58.6466,25.0173,Acrocephalus dumetorum,Blyth's Reed Warbler,FlackoWeasel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/826787,blrwar1/XC826787.ogg,58.6466 25.0173 FlackoWeasel
litegr,[],['call'],46.3046,-1.2933,Egretta garzetta,Little Egret,Jack Berteau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/678109,litegr/XC678109.ogg,46.3046 -1.2933 Jack Berteau
blrwar1,[],"['adult', 'male', 'song']",59.9128,17.8896,Acrocephalus dumetorum,Blyth's Reed Warbler,Baltasar Pinheiro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/572902,blrwar1/XC572902.ogg,59.9128 17.8896 Baltasar Pinheiro
eurcoo,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",41.1698,0.9761,Fulica atra,Eurasian Coot,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/668597,eurcoo/XC668597.ogg,41.1698 0.9761 Xavier Riera
bcnher,[],[''],48.0568,16.2144,Nycticorax nycticorax,Black-crowned Night-Heron,Helmut Schaffer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/833091,bcnher/XC833091.ogg,48.0568 16.2144 Helmut Schaffer
greegr,[],['call'],45.9736,4.988,Ardea alba,Great Egret,Vincent Pourchaire,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/518943,greegr/XC518943.ogg,45.9736 4.988 Vincent Pourchaire
bcnher,[],['nocturnal flight call'],42.4933,2.0999,Nycticorax nycticorax,Black-crowned Night-Heron,Emmanuel Roy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/671619,bcnher/XC671619.ogg,42.4933 2.0999 Emmanuel Roy
eurcoo,[],"['adult', 'call', 'sex uncertain']",43.5485,10.3106,Fulica atra,Eurasian Coot,Giovanni Francesco Tartarelli,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/629412,eurcoo/XC629412.ogg,43.5485 10.3106 Giovanni Francesco Tartarelli
bcnher,['eucdov'],['call'],49.9172,-6.3025,Nycticorax nycticorax,Black-crowned Night-Heron,Ashley Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/241679,bcnher/XC241679.ogg,49.9172 -6.3025 Ashley Fisher
whbwat1,[],[''],24.627,102.9223,Amaurornis phoenicurus,White-breasted Waterhen,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/818183,whbwat1/XC818183.ogg,24.627 102.9223 Ray Tsu 诸仁
rewbul,[],[''],20.0745,99.0979,Pycnonotus jocosus,Red-whiskered Bulbul,Greg Irving,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/793366,rewbul/XC793366.ogg,20.0745 99.0979 Greg Irving
rorpar,[],"['adult', 'call', 'male']",50.6387,3.1733,Psittacula krameri,Rose-ringed Parakeet,Florian Kubala,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/638006,rorpar/XC638006.ogg,50.6387 3.1733 Florian Kubala
rewbul,[],['call'],23.0958,113.2987,Pycnonotus jocosus,Red-whiskered Bulbul,Qin Huang,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/304449,rewbul/XC304449.ogg,23.0958 113.2987 Qin Huang
gyhcaf1,[],['call'],24.5732,73.6923,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/424608,gyhcaf1/XC424608.ogg,24.5732 73.6923 Sreekumar Chirukandoth
rewbul,[],['song'],-21.3554,55.7397,Pycnonotus jocosus,Red-whiskered Bulbul,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/462813,rewbul/XC462813.ogg,-21.3554 55.7397 Cedric Mroczko
gyhcaf1,[],"['call', 'song']",18.3959,103.087,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/606333,gyhcaf1/XC606333.ogg,18.3959 103.087 Bram Piot
eurcoo,['eaywag1'],"['alarm call', 'call']",54.8609,46.5739,Fulica atra,Eurasian Coot,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/190771,eurcoo/XC190771.ogg,54.8609 46.5739 Albert Lastukhin
gyhcaf1,[],[''],13.714,100.5247,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Sam Hambly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/841099,gyhcaf1/XC841099.ogg,13.714 100.5247 Sam Hambly
blrwar1,[],"['OBS NEW VOCALIZATION: CALL', 'adult', 'alarm call', 'call', 'juvenile']",60.4241,15.6296,Acrocephalus dumetorum,Blyth's Reed Warbler,Björn Söderlund,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/503974,blrwar1/XC503974.ogg,60.4241 15.6296 Björn Söderlund
eurcoo,[],['nocturnal flight call'],51.0445,2.3912,Fulica atra,Eurasian Coot,Julien Piette,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/553627,eurcoo/XC553627.ogg,51.0445 2.3912 Julien Piette
bcnher,[],[''],53.8128,-1.6497,Nycticorax nycticorax,Black-crowned Night-Heron,John W Cooper,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/733160,bcnher/XC733160.ogg,53.8128 -1.6497 John W Cooper
bcnher,[],[''],41.2243,1.7254,Nycticorax nycticorax,Black-crowned Night-Heron,Sergi Carreras,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/829193,bcnher/XC829193.ogg,41.2243 1.7254 Sergi Carreras
rorpar,[],['call'],48.8427,2.3573,Psittacula krameri,Rose-ringed Parakeet,Marie-Lan Taÿ Pamart,Creative Commons Attribution-ShareAlike 4.0,5.0,https://www.xeno-canto.org/511968,rorpar/XC511968.ogg,48.8427 2.3573 Marie-Lan Taÿ Pamart
grtdro1,[],"['adult', 'call', 'sex uncertain']",13.728,98.7599,Dicrurus paradiseus,Greater Racket-tailed Drongo,Thet Zaw Naing,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/684708,grtdro1/XC684708.ogg,13.728 98.7599 Thet Zaw Naing
graher1,[],[''],49.2745,-0.2158,Ardea cinerea,Gray Heron,Martin Billard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/857972,graher1/XC857972.ogg,49.2745 -0.2158 Martin Billard
graher1,[],[''],47.9943,10.9865,Ardea cinerea,Gray Heron,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/740192,graher1/XC740192.ogg,47.9943 10.9865 Beatrix Saadi-Varchmin
blrwar1,[],"['adult', 'song']",60.2637,5.3526,Acrocephalus dumetorum,Blyth's Reed Warbler,Frode Falkenberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/566278,blrwar1/XC566278.ogg,60.2637 5.3526 Frode Falkenberg
rewbul,[],"['call', 'male']",8.5617,76.8803,Pycnonotus jocosus,Red-whiskered Bulbul,Dilip KG,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/289671,rewbul/XC289671.ogg,8.5617 76.8803 Dilip KG
grewar3,[],['song'],63.6914,20.2607,Phylloscopus trochiloides,Greenish Warbler,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/572519,grewar3/XC572519.ogg,63.6914 20.2607 Lars Edenius
grewar3,[],"['adult', 'male', 'song']",56.0861,47.2772,Phylloscopus trochiloides,Greenish Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/560115,grewar3/XC560115.ogg,56.0861 47.2772 Albert Lastukhin
graher1,[],[''],48.8268,3.0707,Ardea cinerea,Gray Heron,Julien Bottinelli,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/836753,graher1/XC836753.ogg,48.8268 3.0707 Julien Bottinelli
grtdro1,[],['adult'],15.3622,73.8918,Dicrurus paradiseus,Greater Racket-tailed Drongo,Mandar Bhagat,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601419,grtdro1/XC601419.ogg,15.3622 73.8918 Mandar Bhagat
eurcoo,[],[''],48.3453,4.4916,Fulica atra,Eurasian Coot,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/695743,eurcoo/XC695743.ogg,48.3453 4.4916 Stanislas Wroza
grtdro1,[],['Mimic'],15.4116,74.2005,Dicrurus paradiseus,Greater Racket-tailed Drongo,Omkar Dharwadkar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/190842,grtdro1/XC190842.ogg,15.4116 74.2005 Omkar Dharwadkar
greegr,[],['flight call'],52.4597,20.728,Ardea alba,Great Egret,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/129041,greegr/XC129041.ogg,52.4597 20.728 Jarek Matusiak
grtdro1,[],['song'],5.873,117.9399,Dicrurus paradiseus,Greater Racket-tailed Drongo,Greg Irving,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/398480,grtdro1/XC398480.ogg,5.873 117.9399 Greg Irving
graher1,[],['flight call'],48.0372,-4.8622,Ardea cinerea,Gray Heron,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/587290,graher1/XC587290.ogg,48.0372 -4.8622 Stanislas Wroza
rorpar,['houspa'],"['call', 'flight call']",49.4292,8.6563,Psittacula krameri,Rose-ringed Parakeet,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/464045,rorpar/XC464045.ogg,49.4292 8.6563 Jorge Leitão
blrwar1,[],[''],54.6952,18.6858,Acrocephalus dumetorum,Blyth's Reed Warbler,Mikołaj Koss,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/729385,blrwar1/XC729385.ogg,54.6952 18.6858 Mikołaj Koss
rewbul,[],[''],20.0742,110.335,Pycnonotus jocosus,Red-whiskered Bulbul,Dave Guo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/767513,rewbul/XC767513.ogg,20.0742 110.335 Dave Guo
grewar3,[],['song'],52.7001,23.8501,Phylloscopus trochiloides,Greenish Warbler,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/415283,grewar3/XC415283.ogg,52.7001 23.8501 Jarek Matusiak
blrwar1,[],['song'],53.236,23.2868,Acrocephalus dumetorum,Blyth's Reed Warbler,Tomek Tumiel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/138157,blrwar1/XC138157.ogg,53.236 23.2868 Tomek Tumiel
blrwar1,[],['song'],63.7953,19.8939,Acrocephalus dumetorum,Blyth's Reed Warbler,Dag Österlund,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/655340,blrwar1/XC655340.ogg,63.7953 19.8939 Dag Österlund
whbwat1,[],[''],1.3139,103.8157,Amaurornis phoenicurus,White-breasted Waterhen,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/756508,whbwat1/XC756508.ogg,1.3139 103.8157 Okamoto Keita Sin
blrwar1,[],"['male', 'song']",53.808,20.0842,Acrocephalus dumetorum,Blyth's Reed Warbler,Krzysztof Jankowski,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/135834,blrwar1/XC135834.ogg,53.808 20.0842 Krzysztof Jankowski
litegr,[],[''],37.0246,-8.0118,Egretta garzetta,Little Egret,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/827349,litegr/XC827349.ogg,37.0246 -8.0118 Jorge Leitão
graher1,[],[''],41.5118,-8.327,Ardea cinerea,Gray Heron,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/750564,graher1/XC750564.ogg,41.5118 -8.327 Jorge Leitão
litegr,[],"['begging call', 'juvenile']",42.6135,13.763,Egretta garzetta,Little Egret,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/423133,litegr/XC423133.ogg,42.6135 13.763 Dimitri
litegr,[],[''],43.3479,4.7934,Egretta garzetta,Little Egret,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/790717,litegr/XC790717.ogg,43.3479 4.7934 Stanislas Wroza
rorpar,[],[''],,,Psittacula krameri,Rose-ringed Parakeet,Burooj Ghani,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/831369,rorpar/XC831369.ogg,nan nan Burooj Ghani
graher1,[],[''],47.7907,-0.6461,Ardea cinerea,Gray Heron,Manceau Lionel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/764657,graher1/XC764657.ogg,47.7907 -0.6461 Manceau Lionel
grewar3,[],['song'],60.026,10.7981,Phylloscopus trochiloides,Greenish Warbler,Bjørn Penk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/377167,grewar3/XC377167.ogg,60.026 10.7981 Bjørn Penk
grewar3,[],['song'],,,Phylloscopus trochiloides,Greenish Warbler,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/319865,grewar3/XC319865.ogg,nan nan Jerome Fischer
grewar3,[],['song'],53.91,14.2317,Phylloscopus trochiloides,Greenish Warbler,Marcin Sołowiej,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/420478,grewar3/XC420478.ogg,53.91 14.2317 Marcin Sołowiej
graher1,[],['flight call'],51.94,5.9038,Ardea cinerea,Gray Heron,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/384463,graher1/XC384463.ogg,51.94 5.9038 Joost van Bruggen
blrwar1,[],"['adult', 'male', 'song']",51.8663,6.0045,Acrocephalus dumetorum,Blyth's Reed Warbler,Frank Roos,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/563156,blrwar1/XC563156.ogg,51.8663 6.0045 Frank Roos
greegr,[],['call'],33.1766,-115.6231,Ardea alba,Great Egret,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/357981,greegr/XC357981.ogg,33.1766 -115.6231 Thomas G. Graves
grewar3,[],['song'],55.8865,37.8434,Phylloscopus trochiloides,Greenish Warbler,Ukolov Ilya,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/561035,grewar3/XC561035.ogg,55.8865 37.8434 Ukolov Ilya
bcnher,[],[''],47.4732,4.4454,Nycticorax nycticorax,Black-crowned Night-Heron,Dominique Guillerme,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/765400,bcnher/XC765400.ogg,47.4732 4.4454 Dominique Guillerme
rorpar,[],['call'],51.6077,-0.1944,Psittacula krameri,Rose-ringed Parakeet,Samuel Levy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/579355,rorpar/XC579355.ogg,51.6077 -0.1944 Samuel Levy
blrwar1,[],['adult'],53.1787,4.8514,Acrocephalus dumetorum,Blyth's Reed Warbler,Gerard Kenter,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/656148,blrwar1/XC656148.ogg,53.1787 4.8514 Gerard Kenter
graher1,[],['flight call'],52.0082,4.9004,Ardea cinerea,Gray Heron,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/560711,graher1/XC560711.ogg,52.0082 4.9004 Albert Noorlander
bcnher,[],"['adult', 'nocturnal flight call', 'sex uncertain']",51.3052,23.1216,Nycticorax nycticorax,Black-crowned Night-Heron,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/579688,bcnher/XC579688.ogg,51.3052 23.1216 Jarek Matusiak
grtdro1,[],['Mimicking Crested Hawk Eagle'],7.192,81.3732,Dicrurus paradiseus,Greater Racket-tailed Drongo,Senehas Karunarathna,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/152815,grtdro1/XC152815.ogg,7.192 81.3732 Senehas Karunarathna
bcnher,[],[''],42.7431,13.8897,Nycticorax nycticorax,Black-crowned Night-Heron,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/806129,bcnher/XC806129.ogg,42.7431 13.8897 Dimitri
gyhcaf1,[],['song'],20.1856,96.4863,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/293442,gyhcaf1/XC293442.ogg,20.1856 96.4863 Albert Lastukhin
litegr,[],[''],48.6464,-4.4266,Egretta garzetta,Little Egret,Sven Normant,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/807314,litegr/XC807314.ogg,48.6464 -4.4266 Sven Normant
grtdro1,[],['call'],12.3006,109.1424,Dicrurus paradiseus,Greater Racket-tailed Drongo,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/305707,grtdro1/XC305707.ogg,12.3006 109.1424 Albert Lastukhin
blrwar1,[],"['male', 'song']",60.2751,17.4221,Acrocephalus dumetorum,Blyth's Reed Warbler,Kalle Brinell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/564086,blrwar1/XC564086.ogg,60.2751 17.4221 Kalle Brinell
whbwat1,[],[''],19.9751,110.4364,Amaurornis phoenicurus,White-breasted Waterhen,Dave GUO,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/797427,whbwat1/XC797427.ogg,19.9751 110.4364 Dave GUO
eurcoo,[],['nocturnal flight call'],60.2357,25.0058,Fulica atra,Eurasian Coot,Juha Saari,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/631410,eurcoo/XC631410.ogg,60.2357 25.0058 Juha Saari
greegr,[],['take-off and flight calls'],-2.247,-80.941,Ardea alba,Great Egret,John V. Moore,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/257310,greegr/XC257310.ogg,-2.247 -80.941 John V. Moore
graher1,[],"['call', 'flight call']",49.968,18.8691,Ardea cinerea,Gray Heron,Szymon Pławecki,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/381572,graher1/XC381572.ogg,49.968 18.8691 Szymon Pławecki
grewar3,[],['call'],19.2272,72.8884,Phylloscopus trochiloides,Greenish Warbler,Yogesh Patel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/306992,grewar3/XC306992.ogg,19.2272 72.8884 Yogesh Patel
litegr,[],['adult'],37.0169,-7.9292,Egretta garzetta,Little Egret,Stephan Risch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/685031,litegr/XC685031.ogg,37.0169 -7.9292 Stephan Risch
greegr,[],['flight call'],-24.765,-65.309,Ardea alba,Great Egret,Niels Krabbe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/361135,greegr/XC361135.ogg,-24.765 -65.309 Niels Krabbe
grtdro1,['whtkin2'],"['adult', 'call', 'sex uncertain']",21.3016,92.861,Dicrurus paradiseus,Greater Racket-tailed Drongo,Thet Zaw Naing,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/683297,grtdro1/XC683297.ogg,21.3016 92.861 Thet Zaw Naing
rorpar,[],"['call', 'flight call']",52.3083,4.6775,Psittacula krameri,Rose-ringed Parakeet,Meijer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/200786,rorpar/XC200786.ogg,52.3083 4.6775 Meijer
grewar3,[],"['aberrant song', 'male', 'song']",48.7065,8.4303,Phylloscopus trochiloides,Greenish Warbler,Matthias Feuersenger,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/375796,grewar3/XC375796.ogg,48.7065 8.4303 Matthias Feuersenger
